faculty,college,department,url
Cristian Ruiz Rueda, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Paula Schiffman, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Mark Steele, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Michael Summers, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Virginia Vandergon, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Maria Elena Zavala, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Maurie Beck, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Ali Ebneshahidi, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Desiree Goetting, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Michael Franklin, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Loni Hands, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Cynthia Hitchcock, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
James Hogue, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Dana Harmon, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Cynthia Kay-Nishiyama, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Carson Keller, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Karen Koch, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Ernest Kwok, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Paul Lonquich, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Daniel Odom, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Cody Russell, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Edward Zambrano, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Michael Abernathy, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Danielle Amoroso, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Sarah Cohen, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Ann Dorsey, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Wendy Dunbarr, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Vickie Everhart, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Marc Felix, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Manuel Fernandez, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Linda Gharakhanian, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Rachel Giacopuzzi-Brown, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Mark Harris, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Cherie Hawthorne, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
James Hogue, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Brenda Kanno, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
William Krohmer, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Karen Moore, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Audrey Morehead, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Terri Richardson M.D., Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Toni Uhlendorf, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Nancy Bishop, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Linda Caren, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Mary Corcoran, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Jim Dole, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
George Fisler, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Warren Furumoto, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Anthony Gaudin, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Kenneth C. Jones, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Daisy Kuhn, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Jennifer Matos, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Joyce Maxwell, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Joseph Moore, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Steven Oppenheimer, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Ross Pohlo, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Edward Pollock, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
O. Tacheeni Scott, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Phillip Sheeler, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Mary Lee Sparling, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Charles Spotts, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Charles Weston, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Kenneth Wilson, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Peter Bellinger, Science and Math, Department of Biology, https://www.csun.edu/science-mathematics/biology/faculty-staff
Edward J. Carroll, Science and Math, Department of Chemistry and Biochemistry, https://www.csun.edu/science-mathematics/chemistry-biochemistry/faculty-staff
Karin Hassenrueck, Science and Math, Department of Chemistry and Biochemistry, https://www.csun.edu/science-mathematics/chemistry-biochemistry/faculty-staff
Kayla Kaiser, Science and Math, Department of Chemistry and Biochemistry, https://www.csun.edu/science-mathematics/chemistry-biochemistry/faculty-staff
Tim Kautiainen, Science and Math, Department of Chemistry and Biochemistry, https://www.csun.edu/science-mathematics/chemistry-biochemistry/faculty-staff
Kamatchi Lakshminarayanan, Science and Math, Department of Chemistry and Biochemistry, https://www.csun.edu/science-mathematics/chemistry-biochemistry/faculty-staff
Heermance Richard, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/full-time-faculty
Lozos Julian, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/full-time-faculty
Marsaglia Kathleen, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/full-time-faculty
Tabidian M. Ali, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/full-time-faculty
Weeraratne Dayanthie, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/full-time-faculty
Yule Doug, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/full-time-faculty
Fleck Jenna, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/lecturers
Huerta Brittany, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/lecturers
McBurnett Paul, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/lecturers
Pavia Jenni, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/lecturers
Savage Karen, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/lecturers
Adams Herbert G., Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/emeritus-faculty
Collins Lorence G., Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/emeritus-faculty
Dunne George C., Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/emeritus-faculty
Pedone Vicki, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/emeritus-faculty
Simila Gerry, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/emeritus-faculty
Sloan Jon, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/emeritus-faculty
Squires Richard, Science and Math, Department of Geology, https://www.csun.edu/science-mathematics/geology/emeritus-faculty
Enrique de la Cruz, College of Humanities, Department of Asian American Studies, https://www.csun.edu/humanities/asian-american-studies/emeritus-faculty
Anne Crawford, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Shadi Ganjavi, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
John Gides, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Bessie Karras-Lazaris, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Sharon Klein, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Rebecca Litke, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Kenneth V. Luna, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Terrie Mathis, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
David J. Medeiros, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Laura Ruth-Hirrel, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Ana S�nchez Mu�oz, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Tineke Scholten, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Wendy Snyder, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Hyung-Jo Yoon, College of Humanities, Department of Linguistics/TESL, https://www.csun.edu/humanities/linguistics/faculty-staff
Tim Black, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/faculty
Abel Franco, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/faculty
Jacob Hale, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/faculty
Sarah Hansen, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/faculty
Bonnie Paller, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/faculty
Adam Swenson, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/faculty
Weimin Sun, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/faculty
Gregory Velazco y Trianosky, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/faculty
Julie Yoo, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/faculty
John Birmingham, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/lecturers
Dennis Brandon, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/lecturers
Valerie Giovanini, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/lecturers
Justin Kitchen, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/lecturers
Daniel Kwon, College of Humanities, Department of Philosophy, https://www.csun.edu/humanities/philosophy/lecturers
